"date","geo","parent_sector","naics","value"
2013-07-01,"Prince Edward Island","services","Accommodation and food services",5100
2013-07-01,"Prince Edward Island","services","Other services (except public administration)",3600
2013-07-01,"Prince Edward Island","services","Public administration",7400
2013-08-01,"Prince Edward Island","all industries","Total employed, all industries",73600
2013-08-01,"Prince Edward Island","total goods","Goods-producing sector",17800
2013-08-01,"Prince Edward Island","goods","Agriculture",3600
2013-08-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2500
2013-08-01,"Prince Edward Island","goods","Utilities",400
2013-08-01,"Prince Edward Island","goods","Construction",5800
2013-08-01,"Prince Edward Island","goods","Manufacturing",5400
2013-08-01,"Prince Edward Island","total services","Services-producing sector",55900
2013-08-01,"Prince Edward Island","services","Wholesale and retail trade",10500
2013-08-01,"Prince Edward Island","services","Transportation and warehousing",2700
2013-08-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2800
2013-08-01,"Prince Edward Island","services","Professional, scientific and technical services",3100
2013-08-01,"Prince Edward Island","services","Business, building and other support services",2200
2013-08-01,"Prince Edward Island","services","Educational services",5700
2013-08-01,"Prince Edward Island","services","Health care and social assistance",10300
2013-08-01,"Prince Edward Island","services","Information, culture and recreation",2800
2013-08-01,"Prince Edward Island","services","Accommodation and food services",5200
2013-08-01,"Prince Edward Island","services","Other services (except public administration)",3300
2013-08-01,"Prince Edward Island","services","Public administration",7400
2013-09-01,"Prince Edward Island","all industries","Total employed, all industries",73000
2013-09-01,"Prince Edward Island","total goods","Goods-producing sector",16800
2013-09-01,"Prince Edward Island","goods","Agriculture",3300
2013-09-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2800
2013-09-01,"Prince Edward Island","goods","Utilities",300
2013-09-01,"Prince Edward Island","goods","Construction",5200
2013-09-01,"Prince Edward Island","goods","Manufacturing",5200
2013-09-01,"Prince Edward Island","total services","Services-producing sector",56100
2013-09-01,"Prince Edward Island","services","Wholesale and retail trade",10500
2013-09-01,"Prince Edward Island","services","Transportation and warehousing",2800
2013-09-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",3000
2013-09-01,"Prince Edward Island","services","Professional, scientific and technical services",3300
2013-09-01,"Prince Edward Island","services","Business, building and other support services",1900
2013-09-01,"Prince Edward Island","services","Educational services",5800
2013-09-01,"Prince Edward Island","services","Health care and social assistance",10700
2013-09-01,"Prince Edward Island","services","Information, culture and recreation",2700
2013-09-01,"Prince Edward Island","services","Accommodation and food services",5400
2013-09-01,"Prince Edward Island","services","Other services (except public administration)",3100
2013-09-01,"Prince Edward Island","services","Public administration",7100
2013-10-01,"Prince Edward Island","all industries","Total employed, all industries",73400
2013-10-01,"Prince Edward Island","total goods","Goods-producing sector",17200
2013-10-01,"Prince Edward Island","goods","Agriculture",3500
2013-10-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",3000
2013-10-01,"Prince Edward Island","goods","Utilities",300
2013-10-01,"Prince Edward Island","goods","Construction",5000
2013-10-01,"Prince Edward Island","goods","Manufacturing",5400
2013-10-01,"Prince Edward Island","total services","Services-producing sector",56200
2013-10-01,"Prince Edward Island","services","Wholesale and retail trade",11500
2013-10-01,"Prince Edward Island","services","Transportation and warehousing",2900
2013-10-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2900
2013-10-01,"Prince Edward Island","services","Professional, scientific and technical services",3100
2013-10-01,"Prince Edward Island","services","Business, building and other support services",2000
2013-10-01,"Prince Edward Island","services","Educational services",5600
2013-10-01,"Prince Edward Island","services","Health care and social assistance",10700
2013-10-01,"Prince Edward Island","services","Information, culture and recreation",2600
2013-10-01,"Prince Edward Island","services","Accommodation and food services",5200
2013-10-01,"Prince Edward Island","services","Other services (except public administration)",2900
2013-10-01,"Prince Edward Island","services","Public administration",6800
2013-11-01,"Prince Edward Island","all industries","Total employed, all industries",72600
2013-11-01,"Prince Edward Island","total goods","Goods-producing sector",16700
2013-11-01,"Prince Edward Island","goods","Agriculture",3200
2013-11-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2900
2013-11-01,"Prince Edward Island","goods","Utilities",300
2013-11-01,"Prince Edward Island","goods","Construction",5100
2013-11-01,"Prince Edward Island","goods","Manufacturing",5200
2013-11-01,"Prince Edward Island","total services","Services-producing sector",55900
2013-11-01,"Prince Edward Island","services","Wholesale and retail trade",11000
2013-11-01,"Prince Edward Island","services","Transportation and warehousing",3000
2013-11-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2800
2013-11-01,"Prince Edward Island","services","Professional, scientific and technical services",2900
2013-11-01,"Prince Edward Island","services","Business, building and other support services",2000
2013-11-01,"Prince Edward Island","services","Educational services",5800
2013-11-01,"Prince Edward Island","services","Health care and social assistance",10500
2013-11-01,"Prince Edward Island","services","Information, culture and recreation",2400
2013-11-01,"Prince Edward Island","services","Accommodation and food services",5200
2013-11-01,"Prince Edward Island","services","Other services (except public administration)",3000
2013-11-01,"Prince Edward Island","services","Public administration",7100
2013-12-01,"Prince Edward Island","all industries","Total employed, all industries",72900
2013-12-01,"Prince Edward Island","total goods","Goods-producing sector",17100
2013-12-01,"Prince Edward Island","goods","Agriculture",3700
2013-12-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2900
2013-12-01,"Prince Edward Island","goods","Utilities",300
2013-12-01,"Prince Edward Island","goods","Construction",5200
2013-12-01,"Prince Edward Island","goods","Manufacturing",5100
2013-12-01,"Prince Edward Island","total services","Services-producing sector",55800
2013-12-01,"Prince Edward Island","services","Wholesale and retail trade",11500
2013-12-01,"Prince Edward Island","services","Transportation and warehousing",2900
2013-12-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2900
2013-12-01,"Prince Edward Island","services","Professional, scientific and technical services",3100
2013-12-01,"Prince Edward Island","services","Business, building and other support services",1900
2013-12-01,"Prince Edward Island","services","Educational services",5400
2013-12-01,"Prince Edward Island","services","Health care and social assistance",10600
2013-12-01,"Prince Edward Island","services","Information, culture and recreation",2400
2013-12-01,"Prince Edward Island","services","Accommodation and food services",4800
2013-12-01,"Prince Edward Island","services","Other services (except public administration)",3100
2013-12-01,"Prince Edward Island","services","Public administration",7100
2014-01-01,"Prince Edward Island","all industries","Total employed, all industries",73600
2014-01-01,"Prince Edward Island","total goods","Goods-producing sector",18000
2014-01-01,"Prince Edward Island","goods","Agriculture",3700
2014-01-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",3000
2014-01-01,"Prince Edward Island","goods","Utilities",300
2014-01-01,"Prince Edward Island","goods","Construction",5600
2014-01-01,"Prince Edward Island","goods","Manufacturing",5400
2014-01-01,"Prince Edward Island","total services","Services-producing sector",55600
2014-01-01,"Prince Edward Island","services","Wholesale and retail trade",11400
2014-01-01,"Prince Edward Island","services","Transportation and warehousing",2500
2014-01-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2014-01-01,"Prince Edward Island","services","Professional, scientific and technical services",3400
2014-01-01,"Prince Edward Island","services","Business, building and other support services",1800
2014-01-01,"Prince Edward Island","services","Educational services",5600
2014-01-01,"Prince Edward Island","services","Health care and social assistance",10500
2014-01-01,"Prince Edward Island","services","Information, culture and recreation",2600
2014-01-01,"Prince Edward Island","services","Accommodation and food services",4800
2014-01-01,"Prince Edward Island","services","Other services (except public administration)",3300
2014-01-01,"Prince Edward Island","services","Public administration",7100
2014-02-01,"Prince Edward Island","all industries","Total employed, all industries",72800
2014-02-01,"Prince Edward Island","total goods","Goods-producing sector",17400
2014-02-01,"Prince Edward Island","goods","Agriculture",3700
2014-02-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2700
2014-02-01,"Prince Edward Island","goods","Utilities",200
2014-02-01,"Prince Edward Island","goods","Construction",5400
2014-02-01,"Prince Edward Island","goods","Manufacturing",5400
2014-02-01,"Prince Edward Island","total services","Services-producing sector",55500
2014-02-01,"Prince Edward Island","services","Wholesale and retail trade",10900
2014-02-01,"Prince Edward Island","services","Transportation and warehousing",2800
2014-02-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2014-02-01,"Prince Edward Island","services","Professional, scientific and technical services",3300
2014-02-01,"Prince Edward Island","services","Business, building and other support services",1800
2014-02-01,"Prince Edward Island","services","Educational services",5400
2014-02-01,"Prince Edward Island","services","Health care and social assistance",10800
2014-02-01,"Prince Edward Island","services","Information, culture and recreation",2400
2014-02-01,"Prince Edward Island","services","Accommodation and food services",5000
2014-02-01,"Prince Edward Island","services","Other services (except public administration)",3200
2014-02-01,"Prince Edward Island","services","Public administration",7000
2014-03-01,"Prince Edward Island","all industries","Total employed, all industries",72700
2014-03-01,"Prince Edward Island","total goods","Goods-producing sector",17500
2014-03-01,"Prince Edward Island","goods","Agriculture",3600
2014-03-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2600
2014-03-01,"Prince Edward Island","goods","Utilities",200
2014-03-01,"Prince Edward Island","goods","Construction",5900
2014-03-01,"Prince Edward Island","goods","Manufacturing",5200
2014-03-01,"Prince Edward Island","total services","Services-producing sector",55200
2014-03-01,"Prince Edward Island","services","Wholesale and retail trade",10900
2014-03-01,"Prince Edward Island","services","Transportation and warehousing",2700
2014-03-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2014-03-01,"Prince Edward Island","services","Professional, scientific and technical services",3400
2014-03-01,"Prince Edward Island","services","Business, building and other support services",1900
2014-03-01,"Prince Edward Island","services","Educational services",5300
2014-03-01,"Prince Edward Island","services","Health care and social assistance",11000
2014-03-01,"Prince Edward Island","services","Information, culture and recreation",2500
2014-03-01,"Prince Edward Island","services","Accommodation and food services",4900
2014-03-01,"Prince Edward Island","services","Other services (except public administration)",2900
2014-03-01,"Prince Edward Island","services","Public administration",7000
2014-04-01,"Prince Edward Island","all industries","Total employed, all industries",72400
2014-04-01,"Prince Edward Island","total goods","Goods-producing sector",16900
2014-04-01,"Prince Edward Island","goods","Agriculture",3500
2014-04-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2200
2014-04-01,"Prince Edward Island","goods","Utilities",200
2014-04-01,"Prince Edward Island","goods","Construction",5600
2014-04-01,"Prince Edward Island","goods","Manufacturing",5400
2014-04-01,"Prince Edward Island","total services","Services-producing sector",55500
2014-04-01,"Prince Edward Island","services","Wholesale and retail trade",11000
2014-04-01,"Prince Edward Island","services","Transportation and warehousing",2800
2014-04-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2600
2014-04-01,"Prince Edward Island","services","Professional, scientific and technical services",3100
2014-04-01,"Prince Edward Island","services","Business, building and other support services",2100
2014-04-01,"Prince Edward Island","services","Educational services",5500
2014-04-01,"Prince Edward Island","services","Health care and social assistance",10800
2014-04-01,"Prince Edward Island","services","Information, culture and recreation",2500
2014-04-01,"Prince Edward Island","services","Accommodation and food services",5300
2014-04-01,"Prince Edward Island","services","Other services (except public administration)",3000
2014-04-01,"Prince Edward Island","services","Public administration",6800
2014-05-01,"Prince Edward Island","all industries","Total employed, all industries",73100
2014-05-01,"Prince Edward Island","total goods","Goods-producing sector",17300
2014-05-01,"Prince Edward Island","goods","Agriculture",3300
2014-05-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2300
2014-05-01,"Prince Edward Island","goods","Utilities",200
2014-05-01,"Prince Edward Island","goods","Construction",5800
2014-05-01,"Prince Edward Island","goods","Manufacturing",5600
2014-05-01,"Prince Edward Island","total services","Services-producing sector",55800
2014-05-01,"Prince Edward Island","services","Wholesale and retail trade",11300
2014-05-01,"Prince Edward Island","services","Transportation and warehousing",2900
2014-05-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2400
2014-05-01,"Prince Edward Island","services","Professional, scientific and technical services",3000
2014-05-01,"Prince Edward Island","services","Business, building and other support services",2200
2014-05-01,"Prince Edward Island","services","Educational services",5600
2014-05-01,"Prince Edward Island","services","Health care and social assistance",10900
2014-05-01,"Prince Edward Island","services","Information, culture and recreation",2700
2014-05-01,"Prince Edward Island","services","Accommodation and food services",5200
2014-05-01,"Prince Edward Island","services","Other services (except public administration)",3200
2014-05-01,"Prince Edward Island","services","Public administration",6400
2014-06-01,"Prince Edward Island","all industries","Total employed, all industries",73000
2014-06-01,"Prince Edward Island","total goods","Goods-producing sector",17600
2014-06-01,"Prince Edward Island","goods","Agriculture",3600
2014-06-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2600
2014-06-01,"Prince Edward Island","goods","Utilities",200
2014-06-01,"Prince Edward Island","goods","Construction",5900
2014-06-01,"Prince Edward Island","goods","Manufacturing",5300
2014-06-01,"Prince Edward Island","total services","Services-producing sector",55400
2014-06-01,"Prince Edward Island","services","Wholesale and retail trade",11400
2014-06-01,"Prince Edward Island","services","Transportation and warehousing",3100
2014-06-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2400
2014-06-01,"Prince Edward Island","services","Professional, scientific and technical services",3000
2014-06-01,"Prince Edward Island","services","Business, building and other support services",2200
2014-06-01,"Prince Edward Island","services","Educational services",5800
2014-06-01,"Prince Edward Island","services","Health care and social assistance",10300
2014-06-01,"Prince Edward Island","services","Information, culture and recreation",2600
2014-06-01,"Prince Edward Island","services","Accommodation and food services",5000
2014-06-01,"Prince Edward Island","services","Other services (except public administration)",3300
2014-06-01,"Prince Edward Island","services","Public administration",6500
2014-07-01,"Prince Edward Island","all industries","Total employed, all industries",73400
2014-07-01,"Prince Edward Island","total goods","Goods-producing sector",17600
2014-07-01,"Prince Edward Island","goods","Agriculture",3700
2014-07-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2700
2014-07-01,"Prince Edward Island","goods","Utilities",200
2014-07-01,"Prince Edward Island","goods","Construction",5600
2014-07-01,"Prince Edward Island","goods","Manufacturing",5400
2014-07-01,"Prince Edward Island","total services","Services-producing sector",55800
2014-07-01,"Prince Edward Island","services","Wholesale and retail trade",11600
2014-07-01,"Prince Edward Island","services","Transportation and warehousing",3100
2014-07-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2300
2014-07-01,"Prince Edward Island","services","Professional, scientific and technical services",2900
2014-07-01,"Prince Edward Island","services","Business, building and other support services",2300
2014-07-01,"Prince Edward Island","services","Educational services",5700
2014-07-01,"Prince Edward Island","services","Health care and social assistance",10200
2014-07-01,"Prince Edward Island","services","Information, culture and recreation",2700
2014-07-01,"Prince Edward Island","services","Accommodation and food services",5100
2014-07-01,"Prince Edward Island","services","Other services (except public administration)",3300
2014-07-01,"Prince Edward Island","services","Public administration",6600
2014-08-01,"Prince Edward Island","all industries","Total employed, all industries",73500
2014-08-01,"Prince Edward Island","total goods","Goods-producing sector",17700
2014-08-01,"Prince Edward Island","goods","Agriculture",3900
2014-08-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2500
2014-08-01,"Prince Edward Island","goods","Utilities",200
2014-08-01,"Prince Edward Island","goods","Construction",5400
2014-08-01,"Prince Edward Island","goods","Manufacturing",5700
2014-08-01,"Prince Edward Island","total services","Services-producing sector",55800
2014-08-01,"Prince Edward Island","services","Wholesale and retail trade",11400
2014-08-01,"Prince Edward Island","services","Transportation and warehousing",3000
2014-08-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2300
2014-08-01,"Prince Edward Island","services","Professional, scientific and technical services",3000
2014-08-01,"Prince Edward Island","services","Business, building and other support services",2300
2014-08-01,"Prince Edward Island","services","Educational services",5700
2014-08-01,"Prince Edward Island","services","Health care and social assistance",10300
2014-08-01,"Prince Edward Island","services","Information, culture and recreation",2600
2014-08-01,"Prince Edward Island","services","Accommodation and food services",5200
2014-08-01,"Prince Edward Island","services","Other services (except public administration)",3300
2014-08-01,"Prince Edward Island","services","Public administration",6800
2014-09-01,"Prince Edward Island","all industries","Total employed, all industries",73000
2014-09-01,"Prince Edward Island","total goods","Goods-producing sector",17700
2014-09-01,"Prince Edward Island","goods","Agriculture",3900
2014-09-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2100
2014-09-01,"Prince Edward Island","goods","Utilities",NA
2014-09-01,"Prince Edward Island","goods","Construction",5900
2014-09-01,"Prince Edward Island","goods","Manufacturing",5600
2014-09-01,"Prince Edward Island","total services","Services-producing sector",55300
2014-09-01,"Prince Edward Island","services","Wholesale and retail trade",11200
2014-09-01,"Prince Edward Island","services","Transportation and warehousing",2900
2014-09-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2300
2014-09-01,"Prince Edward Island","services","Professional, scientific and technical services",3100
2014-09-01,"Prince Edward Island","services","Business, building and other support services",2500
2014-09-01,"Prince Edward Island","services","Educational services",5500
2014-09-01,"Prince Edward Island","services","Health care and social assistance",9800
2014-09-01,"Prince Edward Island","services","Information, culture and recreation",2500
2014-09-01,"Prince Edward Island","services","Accommodation and food services",5100
2014-09-01,"Prince Edward Island","services","Other services (except public administration)",3500
2014-09-01,"Prince Edward Island","services","Public administration",6800
2014-10-01,"Prince Edward Island","all industries","Total employed, all industries",73700
2014-10-01,"Prince Edward Island","total goods","Goods-producing sector",18000
2014-10-01,"Prince Edward Island","goods","Agriculture",3500
2014-10-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2300
2014-10-01,"Prince Edward Island","goods","Utilities",NA
2014-10-01,"Prince Edward Island","goods","Construction",6300
2014-10-01,"Prince Edward Island","goods","Manufacturing",5800
2014-10-01,"Prince Edward Island","total services","Services-producing sector",55700
2014-10-01,"Prince Edward Island","services","Wholesale and retail trade",11300
2014-10-01,"Prince Edward Island","services","Transportation and warehousing",2900
2014-10-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2500
2014-10-01,"Prince Edward Island","services","Professional, scientific and technical services",3300
2014-10-01,"Prince Edward Island","services","Business, building and other support services",2300
2014-10-01,"Prince Edward Island","services","Educational services",5400
2014-10-01,"Prince Edward Island","services","Health care and social assistance",9700
2014-10-01,"Prince Edward Island","services","Information, culture and recreation",2600
2014-10-01,"Prince Edward Island","services","Accommodation and food services",5100
2014-10-01,"Prince Edward Island","services","Other services (except public administration)",3600
2014-10-01,"Prince Edward Island","services","Public administration",7100
2014-11-01,"Prince Edward Island","all industries","Total employed, all industries",73700
2014-11-01,"Prince Edward Island","total goods","Goods-producing sector",17900
2014-11-01,"Prince Edward Island","goods","Agriculture",3200
2014-11-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2400
2014-11-01,"Prince Edward Island","goods","Utilities",200
2014-11-01,"Prince Edward Island","goods","Construction",6300
2014-11-01,"Prince Edward Island","goods","Manufacturing",5900
2014-11-01,"Prince Edward Island","total services","Services-producing sector",55800
2014-11-01,"Prince Edward Island","services","Wholesale and retail trade",11300
2014-11-01,"Prince Edward Island","services","Transportation and warehousing",2900
2014-11-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2600
2014-11-01,"Prince Edward Island","services","Professional, scientific and technical services",3000
2014-11-01,"Prince Edward Island","services","Business, building and other support services",2300
2014-11-01,"Prince Edward Island","services","Educational services",5400
2014-11-01,"Prince Edward Island","services","Health care and social assistance",9600
2014-11-01,"Prince Edward Island","services","Information, culture and recreation",2500
2014-11-01,"Prince Edward Island","services","Accommodation and food services",5400
2014-11-01,"Prince Edward Island","services","Other services (except public administration)",3700
2014-11-01,"Prince Edward Island","services","Public administration",7100
2014-12-01,"Prince Edward Island","all industries","Total employed, all industries",72500
2014-12-01,"Prince Edward Island","total goods","Goods-producing sector",16700
2014-12-01,"Prince Edward Island","goods","Agriculture",2700
2014-12-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2200
2014-12-01,"Prince Edward Island","goods","Utilities",200
2014-12-01,"Prince Edward Island","goods","Construction",5700
2014-12-01,"Prince Edward Island","goods","Manufacturing",5900
2014-12-01,"Prince Edward Island","total services","Services-producing sector",55800
2014-12-01,"Prince Edward Island","services","Wholesale and retail trade",11600
2014-12-01,"Prince Edward Island","services","Transportation and warehousing",2900
2014-12-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2500
2014-12-01,"Prince Edward Island","services","Professional, scientific and technical services",3000
2014-12-01,"Prince Edward Island","services","Business, building and other support services",2600
2014-12-01,"Prince Edward Island","services","Educational services",5400
2014-12-01,"Prince Edward Island","services","Health care and social assistance",9500
2014-12-01,"Prince Edward Island","services","Information, culture and recreation",2500
2014-12-01,"Prince Edward Island","services","Accommodation and food services",5300
2014-12-01,"Prince Edward Island","services","Other services (except public administration)",3400
2014-12-01,"Prince Edward Island","services","Public administration",7200
2015-01-01,"Prince Edward Island","all industries","Total employed, all industries",73500
2015-01-01,"Prince Edward Island","total goods","Goods-producing sector",16800
2015-01-01,"Prince Edward Island","goods","Agriculture",2800
2015-01-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2300
2015-01-01,"Prince Edward Island","goods","Utilities",200
2015-01-01,"Prince Edward Island","goods","Construction",5600
2015-01-01,"Prince Edward Island","goods","Manufacturing",5800
2015-01-01,"Prince Edward Island","total services","Services-producing sector",56700
2015-01-01,"Prince Edward Island","services","Wholesale and retail trade",11300
2015-01-01,"Prince Edward Island","services","Transportation and warehousing",2700
2015-01-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2015-01-01,"Prince Edward Island","services","Professional, scientific and technical services",3000
2015-01-01,"Prince Edward Island","services","Business, building and other support services",2600
2015-01-01,"Prince Edward Island","services","Educational services",5300
2015-01-01,"Prince Edward Island","services","Health care and social assistance",9500
2015-01-01,"Prince Edward Island","services","Information, culture and recreation",2900
2015-01-01,"Prince Edward Island","services","Accommodation and food services",5700
2015-01-01,"Prince Edward Island","services","Other services (except public administration)",3400
2015-01-01,"Prince Edward Island","services","Public administration",7600
2015-02-01,"Prince Edward Island","all industries","Total employed, all industries",73700
2015-02-01,"Prince Edward Island","total goods","Goods-producing sector",16300
2015-02-01,"Prince Edward Island","goods","Agriculture",2500
2015-02-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2200
2015-02-01,"Prince Edward Island","goods","Utilities",200
2015-02-01,"Prince Edward Island","goods","Construction",5600
2015-02-01,"Prince Edward Island","goods","Manufacturing",5800
2015-02-01,"Prince Edward Island","total services","Services-producing sector",57400
2015-02-01,"Prince Edward Island","services","Wholesale and retail trade",11800
2015-02-01,"Prince Edward Island","services","Transportation and warehousing",2800
2015-02-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2015-02-01,"Prince Edward Island","services","Professional, scientific and technical services",3000
2015-02-01,"Prince Edward Island","services","Business, building and other support services",2700
2015-02-01,"Prince Edward Island","services","Educational services",5400
2015-02-01,"Prince Edward Island","services","Health care and social assistance",9200
2015-02-01,"Prince Edward Island","services","Information, culture and recreation",3000
2015-02-01,"Prince Edward Island","services","Accommodation and food services",5700
2015-02-01,"Prince Edward Island","services","Other services (except public administration)",3500
2015-02-01,"Prince Edward Island","services","Public administration",7700
2015-03-01,"Prince Edward Island","all industries","Total employed, all industries",73100
2015-03-01,"Prince Edward Island","total goods","Goods-producing sector",16400
2015-03-01,"Prince Edward Island","goods","Agriculture",2700
2015-03-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2500
2015-03-01,"Prince Edward Island","goods","Utilities",200
2015-03-01,"Prince Edward Island","goods","Construction",5400
2015-03-01,"Prince Edward Island","goods","Manufacturing",5700
2015-03-01,"Prince Edward Island","total services","Services-producing sector",56700
2015-03-01,"Prince Edward Island","services","Wholesale and retail trade",11800
2015-03-01,"Prince Edward Island","services","Transportation and warehousing",2700
2015-03-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2015-03-01,"Prince Edward Island","services","Professional, scientific and technical services",2900
2015-03-01,"Prince Edward Island","services","Business, building and other support services",2600
2015-03-01,"Prince Edward Island","services","Educational services",5500
2015-03-01,"Prince Edward Island","services","Health care and social assistance",9400
2015-03-01,"Prince Edward Island","services","Information, culture and recreation",2600
2015-03-01,"Prince Edward Island","services","Accommodation and food services",5500
2015-03-01,"Prince Edward Island","services","Other services (except public administration)",3500
2015-03-01,"Prince Edward Island","services","Public administration",7600
2015-04-01,"Prince Edward Island","all industries","Total employed, all industries",72900
2015-04-01,"Prince Edward Island","total goods","Goods-producing sector",16900
2015-04-01,"Prince Edward Island","goods","Agriculture",2800
2015-04-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2600
2015-04-01,"Prince Edward Island","goods","Utilities",200
2015-04-01,"Prince Edward Island","goods","Construction",5500
2015-04-01,"Prince Edward Island","goods","Manufacturing",5900
2015-04-01,"Prince Edward Island","total services","Services-producing sector",56000
2015-04-01,"Prince Edward Island","services","Wholesale and retail trade",11500
2015-04-01,"Prince Edward Island","services","Transportation and warehousing",2700
2015-04-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2600
2015-04-01,"Prince Edward Island","services","Professional, scientific and technical services",3000
2015-04-01,"Prince Edward Island","services","Business, building and other support services",2500
2015-04-01,"Prince Edward Island","services","Educational services",5600
2015-04-01,"Prince Edward Island","services","Health care and social assistance",9500
2015-04-01,"Prince Edward Island","services","Information, culture and recreation",2400
2015-04-01,"Prince Edward Island","services","Accommodation and food services",5200
2015-04-01,"Prince Edward Island","services","Other services (except public administration)",3700
2015-04-01,"Prince Edward Island","services","Public administration",7300
2015-05-01,"Prince Edward Island","all industries","Total employed, all industries",71900
2015-05-01,"Prince Edward Island","total goods","Goods-producing sector",17000
2015-05-01,"Prince Edward Island","goods","Agriculture",3100
2015-05-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2600
2015-05-01,"Prince Edward Island","goods","Utilities",200
2015-05-01,"Prince Edward Island","goods","Construction",5400
2015-05-01,"Prince Edward Island","goods","Manufacturing",5700
2015-05-01,"Prince Edward Island","total services","Services-producing sector",54900
2015-05-01,"Prince Edward Island","services","Wholesale and retail trade",11100
2015-05-01,"Prince Edward Island","services","Transportation and warehousing",2800
2015-05-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2800
2015-05-01,"Prince Edward Island","services","Professional, scientific and technical services",2900
2015-05-01,"Prince Edward Island","services","Business, building and other support services",2200
2015-05-01,"Prince Edward Island","services","Educational services",5600
2015-05-01,"Prince Edward Island","services","Health care and social assistance",9500
2015-05-01,"Prince Edward Island","services","Information, culture and recreation",2100
2015-05-01,"Prince Edward Island","services","Accommodation and food services",5400
2015-05-01,"Prince Edward Island","services","Other services (except public administration)",3100
2015-05-01,"Prince Edward Island","services","Public administration",7400
2015-06-01,"Prince Edward Island","all industries","Total employed, all industries",72400
2015-06-01,"Prince Edward Island","total goods","Goods-producing sector",17100
2015-06-01,"Prince Edward Island","goods","Agriculture",3100
2015-06-01,"Prince Edward Island","goods","Forestry, fishing, mining, quarrying, oil and gas",2300
2015-06-01,"Prince Edward Island","goods","Utilities",300
2015-06-01,"Prince Edward Island","goods","Construction",5500
2015-06-01,"Prince Edward Island","goods","Manufacturing",5900
2015-06-01,"Prince Edward Island","total services","Services-producing sector",55300
2015-06-01,"Prince Edward Island","services","Wholesale and retail trade",11100
2015-06-01,"Prince Edward Island","services","Transportation and warehousing",2500
2015-06-01,"Prince Edward Island","services","Finance, insurance, real estate, rental and leasing",2700
2015-06-01,"Prince Edward Island","services","Professional, scientific and technical services",2900
2015-06-01,"Prince Edward Island","services","Business, building and other support services",2300
2015-06-01,"Prince Edward Island","services","Educational services",5600
2015-06-01,"Prince Edward Island","services","Health care and social assistance",9600
2015-06-01,"Prince Edward Island","services","Information, culture and recreation",2400
