"date","year","GEO","naics","value"
2023-04-01,2023,"Quebec","Wholesale and retail trade [41, 44-45]",662400
2023-04-01,2023,"Quebec","Transportation and warehousing [48-49]",213800
2023-04-01,2023,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",274600
2023-04-01,2023,"Quebec","Professional, scientific and technical services [54]",382200
2023-04-01,2023,"Quebec","Business, building and other support services [55-56]",178700
2023-04-01,2023,"Quebec","Educational services [61]",333300
2023-04-01,2023,"Quebec","Health care and social assistance [62]",597300
2023-04-01,2023,"Quebec","Information, culture and recreation [51, 71]",216100
2023-04-01,2023,"Quebec","Accommodation and food services [72]",235500
2023-04-01,2023,"Quebec","Other services (except public administration) [81]",184300
2023-04-01,2023,"Quebec","Public administration [91]",282700
2023-05-01,2023,"Quebec","Total employed, all industries",4499400
2023-05-01,2023,"Quebec","Goods-producing sector",947800
2023-05-01,2023,"Quebec","Agriculture [111-112, 1100, 1151-1152]",55300
2023-05-01,2023,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",38700
2023-05-01,2023,"Quebec","Utilities [22]",30000
2023-05-01,2023,"Quebec","Construction [23]",313400
2023-05-01,2023,"Quebec","Manufacturing [31-33]",510300
2023-05-01,2023,"Quebec","Services-producing sector",3551600
2023-05-01,2023,"Quebec","Wholesale and retail trade [41, 44-45]",659000
2023-05-01,2023,"Quebec","Transportation and warehousing [48-49]",223400
2023-05-01,2023,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",271000
2023-05-01,2023,"Quebec","Professional, scientific and technical services [54]",378800
2023-05-01,2023,"Quebec","Business, building and other support services [55-56]",171500
2023-05-01,2023,"Quebec","Educational services [61]",333700
2023-05-01,2023,"Quebec","Health care and social assistance [62]",592800
2023-05-01,2023,"Quebec","Information, culture and recreation [51, 71]",212200
2023-05-01,2023,"Quebec","Accommodation and food services [72]",233500
2023-05-01,2023,"Quebec","Other services (except public administration) [81]",185500
2023-05-01,2023,"Quebec","Public administration [91]",290200
2023-06-01,2023,"Quebec","Total employed, all industries",4497800
2023-06-01,2023,"Quebec","Goods-producing sector",950400
2023-06-01,2023,"Quebec","Agriculture [111-112, 1100, 1151-1152]",51600
2023-06-01,2023,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",37600
2023-06-01,2023,"Quebec","Utilities [22]",29200
2023-06-01,2023,"Quebec","Construction [23]",314900
2023-06-01,2023,"Quebec","Manufacturing [31-33]",517100
2023-06-01,2023,"Quebec","Services-producing sector",3547400
2023-06-01,2023,"Quebec","Wholesale and retail trade [41, 44-45]",667700
2023-06-01,2023,"Quebec","Transportation and warehousing [48-49]",222500
2023-06-01,2023,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",272700
2023-06-01,2023,"Quebec","Professional, scientific and technical services [54]",373000
2023-06-01,2023,"Quebec","Business, building and other support services [55-56]",168900
2023-06-01,2023,"Quebec","Educational services [61]",334600
2023-06-01,2023,"Quebec","Health care and social assistance [62]",594100
2023-06-01,2023,"Quebec","Information, culture and recreation [51, 71]",212100
2023-06-01,2023,"Quebec","Accommodation and food services [72]",237400
2023-06-01,2023,"Quebec","Other services (except public administration) [81]",179200
2023-06-01,2023,"Quebec","Public administration [91]",285200
2023-07-01,2023,"Quebec","Total employed, all industries",4496200
2023-07-01,2023,"Quebec","Goods-producing sector",934000
2023-07-01,2023,"Quebec","Agriculture [111-112, 1100, 1151-1152]",53500
2023-07-01,2023,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",35300
2023-07-01,2023,"Quebec","Utilities [22]",29900
2023-07-01,2023,"Quebec","Construction [23]",302300
2023-07-01,2023,"Quebec","Manufacturing [31-33]",513000
2023-07-01,2023,"Quebec","Services-producing sector",3562200
2023-07-01,2023,"Quebec","Wholesale and retail trade [41, 44-45]",673100
2023-07-01,2023,"Quebec","Transportation and warehousing [48-49]",216700
2023-07-01,2023,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",283100
2023-07-01,2023,"Quebec","Professional, scientific and technical services [54]",367300
2023-07-01,2023,"Quebec","Business, building and other support services [55-56]",170900
2023-07-01,2023,"Quebec","Educational services [61]",336500
2023-07-01,2023,"Quebec","Health care and social assistance [62]",602800
2023-07-01,2023,"Quebec","Information, culture and recreation [51, 71]",217000
2023-07-01,2023,"Quebec","Accommodation and food services [72]",231200
2023-07-01,2023,"Quebec","Other services (except public administration) [81]",180700
2023-07-01,2023,"Quebec","Public administration [91]",283000
2023-08-01,2023,"Quebec","Total employed, all industries",4508600
2023-08-01,2023,"Quebec","Goods-producing sector",926600
2023-08-01,2023,"Quebec","Agriculture [111-112, 1100, 1151-1152]",51500
2023-08-01,2023,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",36200
2023-08-01,2023,"Quebec","Utilities [22]",29000
2023-08-01,2023,"Quebec","Construction [23]",312700
2023-08-01,2023,"Quebec","Manufacturing [31-33]",497100
2023-08-01,2023,"Quebec","Services-producing sector",3582000
2023-08-01,2023,"Quebec","Wholesale and retail trade [41, 44-45]",656400
2023-08-01,2023,"Quebec","Transportation and warehousing [48-49]",218700
2023-08-01,2023,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",276100
2023-08-01,2023,"Quebec","Professional, scientific and technical services [54]",381100
2023-08-01,2023,"Quebec","Business, building and other support services [55-56]",172900
2023-08-01,2023,"Quebec","Educational services [61]",346100
2023-08-01,2023,"Quebec","Health care and social assistance [62]",610900
2023-08-01,2023,"Quebec","Information, culture and recreation [51, 71]",214500
2023-08-01,2023,"Quebec","Accommodation and food services [72]",235800
2023-08-01,2023,"Quebec","Other services (except public administration) [81]",185600
2023-08-01,2023,"Quebec","Public administration [91]",283800
2023-09-01,2023,"Quebec","Total employed, all industries",4533800
2023-09-01,2023,"Quebec","Goods-producing sector",933400
2023-09-01,2023,"Quebec","Agriculture [111-112, 1100, 1151-1152]",49600
2023-09-01,2023,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",32900
2023-09-01,2023,"Quebec","Utilities [22]",29000
2023-09-01,2023,"Quebec","Construction [23]",314700
2023-09-01,2023,"Quebec","Manufacturing [31-33]",507200
2023-09-01,2023,"Quebec","Services-producing sector",3600400
2023-09-01,2023,"Quebec","Wholesale and retail trade [41, 44-45]",675200
2023-09-01,2023,"Quebec","Transportation and warehousing [48-49]",211900
2023-09-01,2023,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",272300
2023-09-01,2023,"Quebec","Professional, scientific and technical services [54]",376300
2023-09-01,2023,"Quebec","Business, building and other support services [55-56]",170700
2023-09-01,2023,"Quebec","Educational services [61]",351000
2023-09-01,2023,"Quebec","Health care and social assistance [62]",606800
2023-09-01,2023,"Quebec","Information, culture and recreation [51, 71]",215300
2023-09-01,2023,"Quebec","Accommodation and food services [72]",244200
2023-09-01,2023,"Quebec","Other services (except public administration) [81]",184200
2023-09-01,2023,"Quebec","Public administration [91]",292400
2023-10-01,2023,"Quebec","Total employed, all industries",4520300
2023-10-01,2023,"Quebec","Goods-producing sector",929900
2023-10-01,2023,"Quebec","Agriculture [111-112, 1100, 1151-1152]",51200
2023-10-01,2023,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",35100
2023-10-01,2023,"Quebec","Utilities [22]",29700
2023-10-01,2023,"Quebec","Construction [23]",317300
2023-10-01,2023,"Quebec","Manufacturing [31-33]",496600
2023-10-01,2023,"Quebec","Services-producing sector",3590500
2023-10-01,2023,"Quebec","Wholesale and retail trade [41, 44-45]",672600
2023-10-01,2023,"Quebec","Transportation and warehousing [48-49]",210800
2023-10-01,2023,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",269200
2023-10-01,2023,"Quebec","Professional, scientific and technical services [54]",373900
2023-10-01,2023,"Quebec","Business, building and other support services [55-56]",171400
2023-10-01,2023,"Quebec","Educational services [61]",347900
2023-10-01,2023,"Quebec","Health care and social assistance [62]",608100
2023-10-01,2023,"Quebec","Information, culture and recreation [51, 71]",218300
2023-10-01,2023,"Quebec","Accommodation and food services [72]",243000
2023-10-01,2023,"Quebec","Other services (except public administration) [81]",181700
2023-10-01,2023,"Quebec","Public administration [91]",293700
2023-11-01,2023,"Quebec","Total employed, all industries",4519600
2023-11-01,2023,"Quebec","Goods-producing sector",925000
2023-11-01,2023,"Quebec","Agriculture [111-112, 1100, 1151-1152]",52300
2023-11-01,2023,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",31600
2023-11-01,2023,"Quebec","Utilities [22]",29600
2023-11-01,2023,"Quebec","Construction [23]",317200
2023-11-01,2023,"Quebec","Manufacturing [31-33]",494300
2023-11-01,2023,"Quebec","Services-producing sector",3594600
2023-11-01,2023,"Quebec","Wholesale and retail trade [41, 44-45]",665400
2023-11-01,2023,"Quebec","Transportation and warehousing [48-49]",215800
2023-11-01,2023,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",266800
2023-11-01,2023,"Quebec","Professional, scientific and technical services [54]",376000
2023-11-01,2023,"Quebec","Business, building and other support services [55-56]",169100
2023-11-01,2023,"Quebec","Educational services [61]",353100
2023-11-01,2023,"Quebec","Health care and social assistance [62]",613400
2023-11-01,2023,"Quebec","Information, culture and recreation [51, 71]",221400
2023-11-01,2023,"Quebec","Accommodation and food services [72]",244700
2023-11-01,2023,"Quebec","Other services (except public administration) [81]",179900
2023-11-01,2023,"Quebec","Public administration [91]",289000
2023-12-01,2023,"Quebec","Total employed, all industries",4531900
2023-12-01,2023,"Quebec","Goods-producing sector",933800
2023-12-01,2023,"Quebec","Agriculture [111-112, 1100, 1151-1152]",49300
2023-12-01,2023,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",33900
2023-12-01,2023,"Quebec","Utilities [22]",34500
2023-12-01,2023,"Quebec","Construction [23]",321100
2023-12-01,2023,"Quebec","Manufacturing [31-33]",495000
2023-12-01,2023,"Quebec","Services-producing sector",3598100
2023-12-01,2023,"Quebec","Wholesale and retail trade [41, 44-45]",654800
2023-12-01,2023,"Quebec","Transportation and warehousing [48-49]",213000
2023-12-01,2023,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",267200
2023-12-01,2023,"Quebec","Professional, scientific and technical services [54]",384900
2023-12-01,2023,"Quebec","Business, building and other support services [55-56]",167200
2023-12-01,2023,"Quebec","Educational services [61]",349100
2023-12-01,2023,"Quebec","Health care and social assistance [62]",625600
2023-12-01,2023,"Quebec","Information, culture and recreation [51, 71]",212200
2023-12-01,2023,"Quebec","Accommodation and food services [72]",248700
2023-12-01,2023,"Quebec","Other services (except public administration) [81]",181900
2023-12-01,2023,"Quebec","Public administration [91]",293400
2024-01-01,2024,"Quebec","Total employed, all industries",4524400
2024-01-01,2024,"Quebec","Goods-producing sector",925000
2024-01-01,2024,"Quebec","Agriculture [111-112, 1100, 1151-1152]",48100
2024-01-01,2024,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",35200
2024-01-01,2024,"Quebec","Utilities [22]",33300
2024-01-01,2024,"Quebec","Construction [23]",309400
2024-01-01,2024,"Quebec","Manufacturing [31-33]",498900
2024-01-01,2024,"Quebec","Services-producing sector",3599400
2024-01-01,2024,"Quebec","Wholesale and retail trade [41, 44-45]",673200
2024-01-01,2024,"Quebec","Transportation and warehousing [48-49]",225200
2024-01-01,2024,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",266600
2024-01-01,2024,"Quebec","Professional, scientific and technical services [54]",381400
2024-01-01,2024,"Quebec","Business, building and other support services [55-56]",163300
2024-01-01,2024,"Quebec","Educational services [61]",355700
2024-01-01,2024,"Quebec","Health care and social assistance [62]",616100
2024-01-01,2024,"Quebec","Information, culture and recreation [51, 71]",206400
2024-01-01,2024,"Quebec","Accommodation and food services [72]",239400
2024-01-01,2024,"Quebec","Other services (except public administration) [81]",177400
2024-01-01,2024,"Quebec","Public administration [91]",294700
2024-02-01,2024,"Quebec","Total employed, all industries",4533200
2024-02-01,2024,"Quebec","Goods-producing sector",921500
2024-02-01,2024,"Quebec","Agriculture [111-112, 1100, 1151-1152]",47000
2024-02-01,2024,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",38400
2024-02-01,2024,"Quebec","Utilities [22]",32900
2024-02-01,2024,"Quebec","Construction [23]",314000
2024-02-01,2024,"Quebec","Manufacturing [31-33]",489200
2024-02-01,2024,"Quebec","Services-producing sector",3611700
2024-02-01,2024,"Quebec","Wholesale and retail trade [41, 44-45]",664800
2024-02-01,2024,"Quebec","Transportation and warehousing [48-49]",229300
2024-02-01,2024,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",266200
2024-02-01,2024,"Quebec","Professional, scientific and technical services [54]",390100
2024-02-01,2024,"Quebec","Business, building and other support services [55-56]",155700
2024-02-01,2024,"Quebec","Educational services [61]",348700
2024-02-01,2024,"Quebec","Health care and social assistance [62]",623300
2024-02-01,2024,"Quebec","Information, culture and recreation [51, 71]",202100
2024-02-01,2024,"Quebec","Accommodation and food services [72]",252100
2024-02-01,2024,"Quebec","Other services (except public administration) [81]",182500
2024-02-01,2024,"Quebec","Public administration [91]",296800
2024-03-01,2024,"Quebec","Total employed, all industries",4515200
2024-03-01,2024,"Quebec","Goods-producing sector",923800
2024-03-01,2024,"Quebec","Agriculture [111-112, 1100, 1151-1152]",47500
2024-03-01,2024,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",39600
2024-03-01,2024,"Quebec","Utilities [22]",33700
2024-03-01,2024,"Quebec","Construction [23]",321000
2024-03-01,2024,"Quebec","Manufacturing [31-33]",481900
2024-03-01,2024,"Quebec","Services-producing sector",3591400
2024-03-01,2024,"Quebec","Wholesale and retail trade [41, 44-45]",658500
2024-03-01,2024,"Quebec","Transportation and warehousing [48-49]",222900
2024-03-01,2024,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",271500
2024-03-01,2024,"Quebec","Professional, scientific and technical services [54]",384900
2024-03-01,2024,"Quebec","Business, building and other support services [55-56]",155500
2024-03-01,2024,"Quebec","Educational services [61]",354600
2024-03-01,2024,"Quebec","Health care and social assistance [62]",626100
2024-03-01,2024,"Quebec","Information, culture and recreation [51, 71]",194400
2024-03-01,2024,"Quebec","Accommodation and food services [72]",242400
2024-03-01,2024,"Quebec","Other services (except public administration) [81]",184500
2024-03-01,2024,"Quebec","Public administration [91]",296000
2024-04-01,2024,"Quebec","Total employed, all industries",4534400
2024-04-01,2024,"Quebec","Goods-producing sector",922300
2024-04-01,2024,"Quebec","Agriculture [111-112, 1100, 1151-1152]",46700
2024-04-01,2024,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",38200
2024-04-01,2024,"Quebec","Utilities [22]",32100
2024-04-01,2024,"Quebec","Construction [23]",323000
2024-04-01,2024,"Quebec","Manufacturing [31-33]",482300
2024-04-01,2024,"Quebec","Services-producing sector",3612100
2024-04-01,2024,"Quebec","Wholesale and retail trade [41, 44-45]",667000
2024-04-01,2024,"Quebec","Transportation and warehousing [48-49]",223300
2024-04-01,2024,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",270000
2024-04-01,2024,"Quebec","Professional, scientific and technical services [54]",386700
2024-04-01,2024,"Quebec","Business, building and other support services [55-56]",164000
2024-04-01,2024,"Quebec","Educational services [61]",345300
2024-04-01,2024,"Quebec","Health care and social assistance [62]",641100
2024-04-01,2024,"Quebec","Information, culture and recreation [51, 71]",192900
2024-04-01,2024,"Quebec","Accommodation and food services [72]",249200
2024-04-01,2024,"Quebec","Other services (except public administration) [81]",181100
2024-04-01,2024,"Quebec","Public administration [91]",291400
2024-05-01,2024,"Quebec","Total employed, all industries",4532300
2024-05-01,2024,"Quebec","Goods-producing sector",933300
2024-05-01,2024,"Quebec","Agriculture [111-112, 1100, 1151-1152]",51200
2024-05-01,2024,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",37900
2024-05-01,2024,"Quebec","Utilities [22]",30500
2024-05-01,2024,"Quebec","Construction [23]",322900
2024-05-01,2024,"Quebec","Manufacturing [31-33]",490800
2024-05-01,2024,"Quebec","Services-producing sector",3599000
2024-05-01,2024,"Quebec","Wholesale and retail trade [41, 44-45]",656900
2024-05-01,2024,"Quebec","Transportation and warehousing [48-49]",217600
2024-05-01,2024,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",273800
2024-05-01,2024,"Quebec","Professional, scientific and technical services [54]",371800
2024-05-01,2024,"Quebec","Business, building and other support services [55-56]",169200
2024-05-01,2024,"Quebec","Educational services [61]",347700
2024-05-01,2024,"Quebec","Health care and social assistance [62]",655100
2024-05-01,2024,"Quebec","Information, culture and recreation [51, 71]",187600
2024-05-01,2024,"Quebec","Accommodation and food services [72]",251900
2024-05-01,2024,"Quebec","Other services (except public administration) [81]",180200
2024-05-01,2024,"Quebec","Public administration [91]",287200
2024-06-01,2024,"Quebec","Total employed, all industries",4514600
2024-06-01,2024,"Quebec","Goods-producing sector",930500
2024-06-01,2024,"Quebec","Agriculture [111-112, 1100, 1151-1152]",52600
2024-06-01,2024,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",37900
2024-06-01,2024,"Quebec","Utilities [22]",28900
2024-06-01,2024,"Quebec","Construction [23]",319000
2024-06-01,2024,"Quebec","Manufacturing [31-33]",492100
2024-06-01,2024,"Quebec","Services-producing sector",3584100
2024-06-01,2024,"Quebec","Wholesale and retail trade [41, 44-45]",647000
2024-06-01,2024,"Quebec","Transportation and warehousing [48-49]",213600
2024-06-01,2024,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",270100
2024-06-01,2024,"Quebec","Professional, scientific and technical services [54]",372700
2024-06-01,2024,"Quebec","Business, building and other support services [55-56]",170000
2024-06-01,2024,"Quebec","Educational services [61]",343800
2024-06-01,2024,"Quebec","Health care and social assistance [62]",651300
2024-06-01,2024,"Quebec","Information, culture and recreation [51, 71]",187400
2024-06-01,2024,"Quebec","Accommodation and food services [72]",256000
2024-06-01,2024,"Quebec","Other services (except public administration) [81]",180900
2024-06-01,2024,"Quebec","Public administration [91]",291200
2024-07-01,2024,"Quebec","Total employed, all industries",4505500
2024-07-01,2024,"Quebec","Goods-producing sector",936800
2024-07-01,2024,"Quebec","Agriculture [111-112, 1100, 1151-1152]",54600
2024-07-01,2024,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",34500
2024-07-01,2024,"Quebec","Utilities [22]",27900
2024-07-01,2024,"Quebec","Construction [23]",326400
2024-07-01,2024,"Quebec","Manufacturing [31-33]",493500
2024-07-01,2024,"Quebec","Services-producing sector",3568700
2024-07-01,2024,"Quebec","Wholesale and retail trade [41, 44-45]",631100
2024-07-01,2024,"Quebec","Transportation and warehousing [48-49]",223300
2024-07-01,2024,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",258500
2024-07-01,2024,"Quebec","Professional, scientific and technical services [54]",381400
2024-07-01,2024,"Quebec","Business, building and other support services [55-56]",174700
2024-07-01,2024,"Quebec","Educational services [61]",340500
2024-07-01,2024,"Quebec","Health care and social assistance [62]",648200
2024-07-01,2024,"Quebec","Information, culture and recreation [51, 71]",184700
2024-07-01,2024,"Quebec","Accommodation and food services [72]",247700
2024-07-01,2024,"Quebec","Other services (except public administration) [81]",181900
2024-07-01,2024,"Quebec","Public administration [91]",296600
2024-08-01,2024,"Quebec","Total employed, all industries",4520200
2024-08-01,2024,"Quebec","Goods-producing sector",944400
2024-08-01,2024,"Quebec","Agriculture [111-112, 1100, 1151-1152]",57100
2024-08-01,2024,"Quebec","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",35300
2024-08-01,2024,"Quebec","Utilities [22]",27500
2024-08-01,2024,"Quebec","Construction [23]",323400
2024-08-01,2024,"Quebec","Manufacturing [31-33]",501200
2024-08-01,2024,"Quebec","Services-producing sector",3575900
2024-08-01,2024,"Quebec","Wholesale and retail trade [41, 44-45]",630700
2024-08-01,2024,"Quebec","Transportation and warehousing [48-49]",223000
2024-08-01,2024,"Quebec","Finance, insurance, real estate, rental and leasing [52-53]",259100
2024-08-01,2024,"Quebec","Professional, scientific and technical services [54]",380600
2024-08-01,2024,"Quebec","Business, building and other support services [55-56]",174600
2024-08-01,2024,"Quebec","Educational services [61]",353200
2024-08-01,2024,"Quebec","Health care and social assistance [62]",661400
2024-08-01,2024,"Quebec","Information, culture and recreation [51, 71]",186500
2024-08-01,2024,"Quebec","Accommodation and food services [72]",238900
2024-08-01,2024,"Quebec","Other services (except public administration) [81]",175900
2024-08-01,2024,"Quebec","Public administration [91]",291900
2010-01-01,2010,"Saskatchewan","Total employed, all industries",531200
2010-01-01,2010,"Saskatchewan","Goods-producing sector",145400
2010-01-01,2010,"Saskatchewan","Agriculture [111-112, 1100, 1151-1152]",45000
2010-01-01,2010,"Saskatchewan","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",25300
2010-01-01,2010,"Saskatchewan","Utilities [22]",4100
2010-01-01,2010,"Saskatchewan","Construction [23]",40500
2010-01-01,2010,"Saskatchewan","Manufacturing [31-33]",30500
2010-01-01,2010,"Saskatchewan","Services-producing sector",385800
2010-01-01,2010,"Saskatchewan","Wholesale and retail trade [41, 44-45]",82600
2010-01-01,2010,"Saskatchewan","Transportation and warehousing [48-49]",25700
2010-01-01,2010,"Saskatchewan","Finance, insurance, real estate, rental and leasing [52-53]",31200
2010-01-01,2010,"Saskatchewan","Professional, scientific and technical services [54]",23100
2010-01-01,2010,"Saskatchewan","Business, building and other support services [55-56]",13000
2010-01-01,2010,"Saskatchewan","Educational services [61]",39500
2010-01-01,2010,"Saskatchewan","Health care and social assistance [62]",65600
2010-01-01,2010,"Saskatchewan","Information, culture and recreation [51, 71]",17900
2010-01-01,2010,"Saskatchewan","Accommodation and food services [72]",32300
2010-01-01,2010,"Saskatchewan","Other services (except public administration) [81]",25600
2010-01-01,2010,"Saskatchewan","Public administration [91]",29300
2010-02-01,2010,"Saskatchewan","Total employed, all industries",534900
2010-02-01,2010,"Saskatchewan","Goods-producing sector",145900
2010-02-01,2010,"Saskatchewan","Agriculture [111-112, 1100, 1151-1152]",45200
2010-02-01,2010,"Saskatchewan","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",26000
2010-02-01,2010,"Saskatchewan","Utilities [22]",4000
2010-02-01,2010,"Saskatchewan","Construction [23]",40500
2010-02-01,2010,"Saskatchewan","Manufacturing [31-33]",30300
2010-02-01,2010,"Saskatchewan","Services-producing sector",389000
2010-02-01,2010,"Saskatchewan","Wholesale and retail trade [41, 44-45]",84000
2010-02-01,2010,"Saskatchewan","Transportation and warehousing [48-49]",26900
2010-02-01,2010,"Saskatchewan","Finance, insurance, real estate, rental and leasing [52-53]",30900
2010-02-01,2010,"Saskatchewan","Professional, scientific and technical services [54]",24200
2010-02-01,2010,"Saskatchewan","Business, building and other support services [55-56]",13000
2010-02-01,2010,"Saskatchewan","Educational services [61]",38100
2010-02-01,2010,"Saskatchewan","Health care and social assistance [62]",65100
2010-02-01,2010,"Saskatchewan","Information, culture and recreation [51, 71]",18600
2010-02-01,2010,"Saskatchewan","Accommodation and food services [72]",32200
2010-02-01,2010,"Saskatchewan","Other services (except public administration) [81]",26000
2010-02-01,2010,"Saskatchewan","Public administration [91]",30000
2010-03-01,2010,"Saskatchewan","Total employed, all industries",538200
2010-03-01,2010,"Saskatchewan","Goods-producing sector",147800
2010-03-01,2010,"Saskatchewan","Agriculture [111-112, 1100, 1151-1152]",44100
2010-03-01,2010,"Saskatchewan","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",26300
2010-03-01,2010,"Saskatchewan","Utilities [22]",4100
2010-03-01,2010,"Saskatchewan","Construction [23]",42200
2010-03-01,2010,"Saskatchewan","Manufacturing [31-33]",31100
2010-03-01,2010,"Saskatchewan","Services-producing sector",390300
2010-03-01,2010,"Saskatchewan","Wholesale and retail trade [41, 44-45]",84000
2010-03-01,2010,"Saskatchewan","Transportation and warehousing [48-49]",26200
2010-03-01,2010,"Saskatchewan","Finance, insurance, real estate, rental and leasing [52-53]",31200
2010-03-01,2010,"Saskatchewan","Professional, scientific and technical services [54]",23900
2010-03-01,2010,"Saskatchewan","Business, building and other support services [55-56]",12400
2010-03-01,2010,"Saskatchewan","Educational services [61]",39100
2010-03-01,2010,"Saskatchewan","Health care and social assistance [62]",65700
2010-03-01,2010,"Saskatchewan","Information, culture and recreation [51, 71]",19200
2010-03-01,2010,"Saskatchewan","Accommodation and food services [72]",32700
2010-03-01,2010,"Saskatchewan","Other services (except public administration) [81]",25200
2010-03-01,2010,"Saskatchewan","Public administration [91]",30700
2010-04-01,2010,"Saskatchewan","Total employed, all industries",536700
2010-04-01,2010,"Saskatchewan","Goods-producing sector",146500
2010-04-01,2010,"Saskatchewan","Agriculture [111-112, 1100, 1151-1152]",43700
2010-04-01,2010,"Saskatchewan","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",26000
2010-04-01,2010,"Saskatchewan","Utilities [22]",3900
2010-04-01,2010,"Saskatchewan","Construction [23]",42600
2010-04-01,2010,"Saskatchewan","Manufacturing [31-33]",30400
2010-04-01,2010,"Saskatchewan","Services-producing sector",390200
2010-04-01,2010,"Saskatchewan","Wholesale and retail trade [41, 44-45]",83900
2010-04-01,2010,"Saskatchewan","Transportation and warehousing [48-49]",26700
2010-04-01,2010,"Saskatchewan","Finance, insurance, real estate, rental and leasing [52-53]",30800
2010-04-01,2010,"Saskatchewan","Professional, scientific and technical services [54]",24100
2010-04-01,2010,"Saskatchewan","Business, building and other support services [55-56]",12100
2010-04-01,2010,"Saskatchewan","Educational services [61]",39400
2010-04-01,2010,"Saskatchewan","Health care and social assistance [62]",65900
2010-04-01,2010,"Saskatchewan","Information, culture and recreation [51, 71]",19700
2010-04-01,2010,"Saskatchewan","Accommodation and food services [72]",33300
2010-04-01,2010,"Saskatchewan","Other services (except public administration) [81]",24600
2010-04-01,2010,"Saskatchewan","Public administration [91]",29800
2010-05-01,2010,"Saskatchewan","Total employed, all industries",538000
2010-05-01,2010,"Saskatchewan","Goods-producing sector",148800
2010-05-01,2010,"Saskatchewan","Agriculture [111-112, 1100, 1151-1152]",43200
2010-05-01,2010,"Saskatchewan","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",26600
2010-05-01,2010,"Saskatchewan","Utilities [22]",3900
2010-05-01,2010,"Saskatchewan","Construction [23]",44400
2010-05-01,2010,"Saskatchewan","Manufacturing [31-33]",30700
2010-05-01,2010,"Saskatchewan","Services-producing sector",389200
2010-05-01,2010,"Saskatchewan","Wholesale and retail trade [41, 44-45]",85200
2010-05-01,2010,"Saskatchewan","Transportation and warehousing [48-49]",27000
2010-05-01,2010,"Saskatchewan","Finance, insurance, real estate, rental and leasing [52-53]",30800
2010-05-01,2010,"Saskatchewan","Professional, scientific and technical services [54]",23600
2010-05-01,2010,"Saskatchewan","Business, building and other support services [55-56]",12400
2010-05-01,2010,"Saskatchewan","Educational services [61]",39400
2010-05-01,2010,"Saskatchewan","Health care and social assistance [62]",66800
2010-05-01,2010,"Saskatchewan","Information, culture and recreation [51, 71]",18700
2010-05-01,2010,"Saskatchewan","Accommodation and food services [72]",30700
2010-05-01,2010,"Saskatchewan","Other services (except public administration) [81]",25100
2010-05-01,2010,"Saskatchewan","Public administration [91]",29400
2010-06-01,2010,"Saskatchewan","Total employed, all industries",535900
